,10959,14130,14669
UCG.008,-0.74803066,0.0,-0.9306336
UCG.009,1.6564958,1.4670267,2.0682673
Undibacterium,0.50163835,0.0,0.0
Ureaplasma,0.93492943,0.0,1.6178323
Uruburuella,0.049324956,0.0,0.0
UTBCD1,0.5835771,0.0,0.0
V9D2013.group,0.2588642,0.0,1.0475292
Vagococcus,-0.4483679,0.0,0.0
Varibaculum,2.2322743,0.0,-2.2788746
Veillonella,1.6574737,0.73449343,2.022127
Vibrio,-0.12355351,0.0,0.0
Victivallis,0.21774304,0.05870706,1.346599
W5053,5.3755665,1.996001,0.0535709
Weeksella,0.22978315,0.0,0.0
Weissella,-0.9161737,2.7212095,2.0022066
Xanthobacter,0.53867143,0.0,0.0
XBB1006,0.38902515,0.0,0.0
Z20,-0.51828384,0.0,0.0
