,10959,14130,14669
UBA1819,1.9269683,-0.28746065,0.11797636
UC5.1.2E3,1.4253559,-3.0456023,-2.7029643
UCG.001,-3.7960317,0.0,0.0
UCG.002,-0.29881695,-0.21351743,0.5635956
UCG.003,-0.37626553,-0.2807301,0.4345259
UCG.004,-4.700121,0.0,-3.5962584
UCG.005,-0.95562357,-0.3896718,0.31046548
UCG.007,1.583869,-2.0737572,-2.0287611
UCG.008,-3.1973758,0.0,-3.6306865
UCG.009,0.009845876,0.10805457,1.2199919
Undibacterium,-0.2443196,0.0,0.0
Ureaplasma,-3.301456,0.0,-1.0991156
Uruburuella,0.013576091,0.0,0.0
UTBCD1,0.07945315,0.0,0.0
V9D2013.group,-2.5116901,0.0,-2.4678533
Vagococcus,-0.9217606,0.0,0.0
Varibaculum,2.1169982,0.0,-3.485634
Veillonella,-0.7330564,-1.3714242,0.4205458
Vibrio,-2.145091,0.0,0.0
Victivallis,-0.5654033,-0.4385575,1.3649814
W5053,2.753389,-0.28499514,-1.6181287
Weeksella,-1.5707039,0.0,0.0
Weissella,-1.9601712,1.919039,1.6145251
Xanthobacter,-0.21541694,0.0,0.0
XBB1006,0.93220663,0.0,0.0
Z20,-2.4401786,0.0,0.0
